id          ,viewCount  ,likeCount ,commentCount
7B0RpmEMPWQ ,59305      ,      545 ,          23
nOXcz2asRXo ,272394     ,     2141 ,          53
o0XIOR2FQEM ,1017637    ,     2619 ,          56
mHj5iA6PPkU ,176318     ,     1154 ,          55
AN4g8fw1BQ0 ,13881      ,      138 ,           4
sbUWXFQU6cg ,973292     ,     5950 ,         117
wcKjLKqDrKc ,62199      ,      502 ,          23
7no6MCKtZs8 ,88042      ,      692 ,          13
C0y07ankmew ,37681      ,      267 ,           5
rgOylRHp1gM ,227398     ,      849 ,          34
dElQqMWhDgA ,10239578   ,    20411 ,         483
1pYd05TKUsM ,508584     ,     3277 ,          45
NYek5xWcCEA ,137671     ,      846 ,          50
ZDXsQPTEguY ,394261     ,     3383 ,         123
vy7ytp9Pvn8 ,97737      ,      636 ,          26
Rkxs74KGdqo ,230065     ,     2174 ,          68
wTdT_XPDwGw ,19177      ,      370 ,          18
xnHOjiZq-ks ,3399540    ,    12609 ,         298
gOxrxR33H4Q ,94247      ,      553 ,          35
MKSaPNU0p0g ,4424105    ,    18516 ,         532
7f5Pk6auTHE ,2612537    ,    17712 ,         247
a38tzHDU0A4 ,9550507    ,    22916 ,         395
6CdteL3BxuI ,38678      ,      255 ,           7
tqX7m_TBYww ,227639     ,     2161 ,         145
FO1QCev7Sms ,34367585   ,   268707 ,        2476
z6EchXyieos ,40977736   ,   569693 ,        9937
mRrttl7fBXQ ,10129215   ,    41604 ,         470
95BW1EFWoms ,57915      ,      734 ,          37
wnkyDsB7Yrs ,1249375    ,    11077 ,         152
1kB6hQ1vjkE ,341539     ,     3116 ,          89
q2WDDAwbQu0 ,9511       ,      138 ,           8
EQU8Tu47bo4 ,113812     ,    12441 ,          56
4PFjWTusngo ,65929      ,      433 ,          34
VQdkz5W00OU ,42563      ,      306 ,          15
egn0wzxEfbA ,14464      ,      142 ,           6
LCN41v_rXo4 ,25268      ,      371 ,          43
u86sE71Lfbc ,136880     ,     1431 ,          57
Z3yzIKr0Pl4 ,32211      ,      290 ,           9
9DAeF6FY6gU ,14164      ,      203 ,           8
nmnaI3TGtBo ,14127618   ,    49257 ,         930
upMDqrOqRFc ,8053893    ,    61722 ,        2742
aoQA2-lxU6I ,326071     ,     2406 ,          97
URLMZmAaID4 ,206812     ,     1201 ,          45
wseUDOw0Dqw ,2334839    ,     8973 ,         124
wov1DA-Jtjc ,4631224    ,    22067 ,         732
NX_OeGAzaQI ,42172      ,      490 ,          88
uN0hLtUz5TM ,145808     ,      731 ,          31
aDEaAOcDKnA ,16459605   ,   103835 ,        4047
DNfqtM69FzE ,305        ,        8 ,           0
l1eaZPBVdg4 ,46223      ,      545 ,          58
bzvt0gTAXvA ,1068833    ,     3984 ,         783
f0PigZDr-s8 ,6878400    ,    73013 ,        4548
7CyFg7K_vT8 ,2422449    ,    24769 ,         208
GnpP9l3wJSE ,14308      ,       37 ,           9
kwp5-MhFwVA ,1938       ,       18 ,           1
BTjiKSqlg5g ,389481     ,    29330 ,        1165
2-oCNXMsMvg ,10254352   ,   332382 ,        6010
m5ME9Swo0_8 ,158103     ,     6570 ,         334
S4PzkuR8okc ,1436158    ,     8416 ,         418
ArEmdYJJsIo ,578        ,        3 ,           0
wwQgpt75Ulg ,66107      ,     1949 ,         144
-UEshUsQmKk ,1784       ,        6 ,           0
RCZBNLNTkx8 ,2757       ,        2 ,           1
q5thIuCSTkk ,1721643    ,    12151 ,        1475
p_cZACxkErQ ,80350      ,     1894 ,          87
WFPBCPG9VYU ,1648       ,        0 ,            
oF_TT1MH-KY ,38960      ,     1815 ,          13
BttJ54VZxgQ ,5944       ,       59 ,           2
aDpRuuMDusY ,13169      ,       94 ,           3
lNe1D_E3R8E ,64490293   ,   246307 ,       11938
i6LTv8EbTB4 ,3533       ,       48 ,           1
_qIjey2Bx_M ,18554253   ,   186081 ,        4114
nVldFZCiZkg ,139303     ,     4441 ,        1678
RAa_xGgI1Q4 ,134928     ,     2354 ,          39
ybD3nQdcSE8 ,2987       ,       75 ,           5
a2v3b5UatOc ,1453       ,       55 ,           2
CO1H_KDxlhk ,11838      ,       20 ,           2
O9uVqh9IRk8 ,1830       ,       15 ,           1
Zcg_F8CKjT4 ,339239     ,     5845 ,         278
irOJshG7GWU ,11943      ,       32 ,           6
CRZ8zJnqCO4 ,1444       ,       13 ,           0
MSRcC626prw ,54778530   ,  1203532 ,       30721
XYNORy_tzvM ,527        ,        9 ,           0
128UilRAw74 ,5113       ,        0 ,            
DE5NV6Mr3ZA ,178028     ,     1804 ,         197
q_xDtbdEsl0 ,6          ,        4 ,           1
xKwiu5LmP1U ,537621     ,    16488 ,         692
Xe_20Jy-B4s ,5          ,        0 ,           0
MRdhvTVFPf8 ,257044     ,     2438 ,        1367
cklbplz5YkI ,36024      ,      133 ,          72
WByhB1D5LN8 ,26         ,        2 ,           0
84GXZcMo4VY ,2          ,        0 ,            
WROixfZLsv4 ,5712       ,      145 ,           2
wTfsVbua5Tc ,3038       ,       83 ,          37
z-R3DShHbkA ,33803678   ,   238744 ,           0
UMcWCOOyTAg ,4730555    ,    66325 ,        3655
t957N-yhCoI ,3439500    ,    19313 ,           0
XJ5DGI8IND0 ,219066     ,     1496 ,          28
CShD-DguP3I ,16119165   ,   134851 ,        4230
lcEyYAwydv0 ,27323951   ,   244136 ,        1496
aP0MN4aDqOw ,1349813    ,    45043 ,         173
NCjf6og4qHk ,27366555   ,   257967 ,        3795
pVDqiYIxvdA ,24228310   ,    99013 ,        1486
K0PJ4LiWl8w ,5977478    ,    88166 ,        3210
7laYSv1ZObk ,7294660    ,    52493 ,         775
61V1iTovNBs ,394437     ,    29234 ,          11
lTxvhITF0p0 ,1283503    ,     5461 ,           0
19klYF2FApc ,1546426    ,    13032 ,           0
4MHn9Q5NtdY ,16893515   ,    82467 ,            
HT_N0QlyUGY ,9490755    ,    91405 ,        1102
s87FhnwMcD0 ,1396869    ,    11559 ,         117
vmeFmChq6so ,4237423    ,   120281 ,         283
kHT1sfbcDSU ,11385366   ,   106868 ,        5855
JjypCDNSavw ,95445      ,      502 ,          39
Ls5NohbogpI ,479418     ,     8771 ,          39
ArmgS1G3pIE ,231807     ,        0 ,            
QYTMsxc0hZM ,20155618   ,   241555 ,        4013
W5NjQrTP8Ng ,4604716    ,   353456 ,          97
mrQJOPhpLac ,3825914    ,   213189 ,         105
LC2nkQTpC-0 ,3025992    ,    39095 ,         798
SRzv-TSVD_Q ,3341447    ,   169939 ,         253
EoqA2Nu9f34 ,244084     ,     1810 ,           0
KziZta1LEDY ,75487      ,     2456 ,          45
OiOJ5cyuuz8 ,9947191    ,    58404 ,            
C7cgEAucIMk ,585141     ,    36338 ,          13
ATge3KIzjIM ,5113896    ,    23774 ,         325
S8ZJ9cKZ15Q ,492688     ,        0 ,            
3dfXDiDi7UA ,90725641   ,  1478751 ,        1058
Fd0PzIzzHP4 ,1638581    ,   166798 ,          64
GaJRNkuvKpw ,1469549    ,        0 ,            
lqyllQjQ_jg ,154213     ,     5567 ,          30
_biHccKtl1o ,553729     ,    28969 ,          19
tkpM5BnJ1AQ ,1318254    ,    12637 ,         312
yHZuWiUs9LQ ,24450376   ,  1657497 ,         873
SJL41hRAB_E ,23603041   ,   176700 ,        4446
E7kF0ggPjiE ,54666      ,     3663 ,           8
4tQQ8rV4JCA ,134928     ,    10596 ,           9
rVVaZbm_afs ,104137     ,     1936 ,           5
GK6_CirNv5E ,79019360   ,  2616005 ,        2428
_Xs3OLeom1o ,38975      ,        0 ,            
Acs1HhNoDfY ,81218      ,        0 ,            
97IGpPeOwMo ,1931264    ,   184245 ,        2745
hKpDK6PvwCA ,4523810    ,   325732 ,        3100
wKWOL4Oh7Qc ,40070      ,      997 ,           2
__ARpfWJvg4 ,4084554    ,    47399 ,        1114
ue1NT3QhuVU ,16545334   ,   264321 ,        2814
U3WTHKRueYA ,219509     ,     4585 ,         153
S0B9YA4n0Fo ,1507097    ,    23768 ,         804
CV6yDbJe63c ,2305154    ,    19560 ,         559
eLzRzBcyvPI ,800695     ,    13305 ,        2020
ujGSt-93qZo ,10447587   ,   111281 ,        7785
QGuYep0cSAY ,20723057   ,   152868 ,        9145
yBSn5ppNIpY ,2331018    ,    31745 ,        2721
vnuyKCOsOk4 ,934773     ,    12288 ,        1683
ORfjgE6n2Pc ,804629     ,     8563 ,         446
zkSwQENowmA ,2685983    ,    11676 ,        4115
PePUaQ6789k ,1707816    ,    10346 ,        1729
HVjrYjoH6jE ,734548     ,    10938 ,         499
QefK53tpIQg ,38564      ,      459 ,         156
1xKtJhedNkE ,6829429    ,    24141 ,        2716
U-ARxuWLh9c ,1597211    ,    19522 ,         528
UHPy6Lj5EXw ,779434     ,     9508 ,         771
Y9sxhAJabTU ,96486      ,     2269 ,         100
BdxBrvj2KSU ,892638     ,     8238 ,         734
FqP9rx-l9AM ,270258     ,     3908 ,         829
xWaaMV1WQLo ,21243228   ,   134328 ,           0
7Ju0mAzCLeA ,1188273    ,    10144 ,        1083
AphM9UNdhgY ,4580864    ,    17539 ,        1424
fR7K1YuqFz0 ,17397113   ,   112708 ,        6254
LZvn_eSEKE8 ,3090833    ,    16412 ,         567
r1YRJvFvlgg ,2386627    ,    19871 ,        1124
BQKF8MdsJdU ,834208     ,     5741 ,         406
zgBMJW7AkE0 ,1803519    ,    14299 ,         906
Lh13uIDOCO8 ,261860     ,    11632 ,         371
7qmDx1RCYlc ,218233     ,     4512 ,         140
UdyNkIp5ebY ,1516435    ,   127337 ,         965
L3qJFjlDvKY ,15669095   ,   142040 ,        6518
c8beWTSft8o ,178707     ,     4276 ,         349
IfoEJFWCfS0 ,1889647    ,   112346 ,         287
ZgvuBIdW5GU ,37729192   ,   182994 ,       14642
vlapQgLfoAU ,111119     ,     1016 ,         109
uMpQkcuX1Wk ,4292777    ,   181124 ,        1450
_o-DX8CXipA ,4902689    ,    82715 ,        1422
2MAOJywNGi4 ,255726     ,     3037 ,         220
TdtER-aFikQ ,39716      ,      783 ,          59
a8W6D0ak7-U ,1819786    ,    28654 ,        1081
u6jOy4VyBds ,1478502    ,    16428 ,         645
VQMsp_ko03U ,1357718    ,    24827 ,        1786
g9bzrGBzSC4 ,55308458   ,   449256 ,       14105
er9AXm8zwlM ,641290     ,     9485 ,         681
lC4CohBhsH0 ,449581     ,     6028 ,         171
nZghWav2tC0 ,607625     ,     7505 ,        1082
WYEqeM37SVY ,97918      ,     1180 ,         172
jHNq2AewaTc ,319629     ,     3222 ,         331
tTSxjQnJhnk ,1712144    ,    63629 ,         297
5Gobj5LFNys ,898812     ,     7406 ,        2191
Yd3B0cVaWtc ,1          ,        0 ,           0
7V64u71hk84 ,229970     ,     3335 ,        1063
mLV_ZjGh4xQ ,242429     ,     3098 ,          92
FWS5xfIaoeA ,7224910    ,    35274 ,        6145
7157WeQvT3c ,103628     ,     1397 ,         185
5-374bYDjsY ,45338      ,      923 ,        1191
JNSkmTQwC9E ,2719394    ,    36472 ,        2695
a4zDS1tLBN0 ,29680156   ,   461637 ,        5620
yrNWzDChNZE ,23930      ,      232 ,         468
9KpB7KeJdV0 ,9285731    ,   110942 ,       31941
Fh9D_PUe7QI ,9990257    ,   158649 ,       71555
JKzXOA2tWTw ,140200     ,     2124 ,        2003
FpuOcutPz7s ,982490     ,     1017 ,          34
WeDxw7VOYrw ,448673     ,     2569 ,        1661
dWRhW7iDrLk ,28364      ,      500 ,        1015
eVTXPUF4Oz4 ,1526205120 , 10422865 ,      412961
cyWKZ60qoWo ,2034603    ,    14592 ,         431
xvr2vyHMsBs ,558175     ,     7991 ,         681
h59lUTbuE1I ,20742844   ,   332309 ,       15239
E7Rc_rZmNvI ,1007775    ,     8329 ,         127
2USEr94g3HY ,385865     ,     3170 ,        2026
h5_73KDQe6Y ,2903341    ,    13505 ,        1176
GFnb5aj2ofY ,8034079    ,   107032 ,         990
IulQsjpkVT8 ,30448738   ,   518050 ,       44435
iyyM88WmGyI ,3155093    ,     5984 ,         499
s6XH8tY4WmQ ,4544427    ,    66273 ,         616
8e5O2zy69vU ,832        ,       27 ,           0
ZaXI57qpasM ,1077311    ,     2695 ,         484
PcYNxmzt3CU ,8759160    ,   172315 ,       17937
7osqEpQ_DXE ,877562     ,     9220 ,         141
9ktRhBcHza4 ,5537740    ,    64353 ,       24254
g3ie4SES8yc ,101671050  ,  3766774 ,       30663
yLqmIp3l6O8 ,2169343    ,    27515 ,        1065
Uq9gPaIzbe8 ,167243210  ,  2731505 ,       66776
CSvFpBOe8eY ,1251881088 ,  7202605 ,      330236
5zhh1hRxWew ,20058096   ,  1010394 ,        2480
xcr9NlcZoUU ,68239469   ,  1562480 ,         779
a25l9yZg2vw ,763628     ,     2216 ,         479
7TdhEICgVWA ,139        ,       15 ,           3
uYXQqhVB7uw ,1711219    ,    23966 ,        2683
Illuc4oA-2M ,12173990   ,   714077 ,        7398
MDF6qGnN3_w ,3750839    ,    82706 ,        9331
kLDPPDv6gpg ,34731      ,     1034 ,            
886yMfv7CTc ,6206057    ,    85119 ,        8074
NulxY5xdKrw ,14486      ,      545 ,          12
Lu3Rm8l4cGk ,247218     ,        0 ,            
lRuqAMZVPHs ,18379697   ,   711288 ,         683
ovcwpNgE1F8 ,10706024   ,        0 ,            
wfKs3ProM7M ,9252523    ,    99386 ,        3386
8IeGtqnXums ,45106      ,      302 ,          14
Vr33nNddK6E ,15122560   ,   129430 ,        3775
kvt1Y9QVoak ,2507567    ,     9696 ,         614
AQjb2q3Rp_4 ,9426047    ,    26539 ,        1569
FqJdzYY_Fas ,205120229  ,  4012896 ,      145922
89Dm91J1ihw ,4810544    ,    31065 ,        1348
UIjZ__JUFCI ,6574048    ,    77117 ,        3060
TXik7v11l3A ,4419971    ,    56926 ,        1640
9rMo-MKy6xc ,2236446    ,    19328 ,         644
iiGDzQG0AlU ,814887     ,     6374 ,         154
WkamfiP4RUU ,17817733   ,    99023 ,        3667
snmwDkKahbk ,3565443    ,    35573 ,         890
3httw0DJYmU ,401980     ,     5090 ,         234
aSBq7D603Kk ,8022456    ,    85166 ,        1473
3e_cy-0ySME ,1280265    ,     7881 ,         283
RD1jROclURA ,126861     ,      987 ,          26
x--yddOolRQ ,33458372   ,   439902 ,       26011
g3AHqcinzZ4 ,29545232   ,   691548 ,       19428
1nnRC6jDOCI ,61632194   ,  2501507 ,       53258
OVeLgYVSfCA ,12425536   ,   399851 ,       19504
n6GEcdh5whk ,66851900   ,  1167765 ,       62691
9XrM4BzVvgw ,20063491   ,   265582 ,       10020
RCGMy9Gqr6k ,9525867    ,   189169 ,        5927
NsrYSHQnZDI ,47319722   ,   162834 ,        2161
FCCXmtZXn4Y ,31432015   ,   401792 ,        9118
7gphiFVVtUI ,102911942  ,  1230097 ,       55449
-eMM9DMEL_A ,1068332    ,    15186 ,         514
4ncX_V2JG_U ,12544      ,      113 ,           5
-CXLD1AYObw ,129169     ,     2937 ,          74
kDMCQ86a3E8 ,10673562   ,   270005 ,        9803
GNtbbU85ZGE ,5605405    ,    54232 ,        2507
XkpNC5UoEI4 ,39822704   ,  2985408 ,       12360
o1iUYc1Y_fk ,43768133   ,   614222 ,       19877
jZsx1lKLKh4 ,7932566    ,    89010 ,        2675
3bRWa_224Qs ,152399     ,     3690 ,         119
rY8Cby0r_Xg ,132016     ,      906 ,          44
X-e-zDgLe_w ,11258476   ,   199203 ,        2740
7gdL4C7zlTg ,23919870   ,   380559 ,        8149
_wTqpzJKfNA ,417        ,       26 ,           9
93wGaGFUnTs ,92865726   ,  1390181 ,       82888
mPrmt11ss5w ,83284      ,      641 ,          31
5RsYL-dtWlU ,6975576    ,    86433 ,        2789
Bpy0BBCW5YY ,2181       ,      108 ,          17
r2e1Ru7JE8c ,1618       ,       21 ,           0
hbjimsunm5Y ,1298       ,      144 ,         143
5IF0_oAv8XY ,3550759    ,    31093 ,         624
DTBdENCinlA ,12091      ,      706 ,          44
KF5cBX5qg3M ,85283      ,      293 ,           0
cqnq6AQO884 ,3697551    ,   104509 ,        2875
hpGVW3PWJeE ,1229782    ,    33050 ,        1393
dJuEU80VQqw ,94951      ,     4589 ,         203
HSsqzzuGTPo ,17680974   ,    68973 ,        2175
kTWoeqPXpuo ,4073140    ,   186310 ,        6165
p_PQ4VyPDEA ,1411611    ,    18234 ,         531
vE3BAgh_VAQ ,2583655    ,    33309 ,        2268
gYO1uk7vIcc ,13554563   ,   313394 ,       16822
Y1zhsObP49o ,3868113    ,    70742 ,        3000
F1YyKTmeXdM ,224869     ,     7546 ,         305
LUF8tQR_Plo ,3957826    ,    97120 ,            
EOcUkVAQbLE ,767487     ,    26890 ,        2405
BdtHWr_nDeU ,630913     ,    19170 ,         441
ticLtwIm4G4 ,702525     ,     1764 ,          17
qmN1Gf8rRc8 ,7243081    ,    57648 ,        1710
VOM__NZAFQM ,2148598    ,    38734 ,        2554
TiXOQn7z9Hg ,1184578    ,    18491 ,         722
Q3aHgtu2UOI ,194053     ,        0 ,            
sb6WlQiaJeM ,8684492    ,   119956 ,        6955
1tdX0DYK2Jk ,8523702    ,   156602 ,        2234
9LgeDcu-oho ,753938     ,     3456 ,         292
Jqf9haCd6mM ,1278923    ,    31929 ,        1665
g0cZYue3eus ,2441784    ,    17137 ,         896
PT4tQmfL0TQ ,62701      ,      440 ,         138
NXfGa_qjnSQ ,3469444    ,    26362 ,        1339
upe8vMcV0_A ,437304     ,     3709 ,         387
-53mGJ4h5sQ ,1441306    ,    19539 ,         749
gZpPlSWyieo ,1258010    ,    39801 ,         687
Ex2iAyaEElQ ,2834213    ,    12788 ,         608
T5IgH__lL7I ,326671     ,    13903 ,        1022
NqQ7Y0j2uvA ,640093     ,    18195 ,        1508
vn9lEqIlpFA ,267770     ,     5509 ,         423
ryhSbc_oeCU ,1883365    ,    14424 ,       13469
CFcs6QRPQKk ,2164747    ,    12000 ,        4261
6XZOgg9WRhI ,1318028    ,    13961 ,         514
L_tqK4eqelA ,19289386   ,   185941 ,        3978
Tvkot4jGLWU ,597495     ,     5082 ,         252
x2MBWc3ic04 ,123169     ,     2279 ,          51
eV6lTEY95yY ,2128810    ,    58704 ,        3672
GJDjEEvxi0E ,1020323    ,     7221 ,         840
5arZznXG9yQ ,1338772    ,    13033 ,       10548
PHfA0h8r9GI ,250701     ,     2028 ,        1079
449ZOWbUkf0 ,25719647   ,    57139 ,            
dgrX8w9Adao ,1920805    ,    12894 ,            
aUtDPRQ13B4 ,98231      ,      583 ,          45
KdjKFJyPoo4 ,542325     ,    19360 ,        1262
_qL9efuX1lI ,5014510    ,   100309 ,            
3TW7bPj5AiY ,1682       ,      180 ,          16
R3k9O-k_XC0 ,2284275    ,    87960 ,        2388
z0H5iPBnfig ,617974     ,    11038 ,         473
qjpLbJNWNF0 ,164328     ,     1773 ,          99
ODMF1kq3KrM ,588972     ,     9392 ,         887
uns12lPiNE0 ,3789760    ,     6456 ,          68
jdw5uKGHB7Y ,1976       ,       20 ,           4
AwcZBA_kz3o ,364752     ,     5313 ,         130
m_qZGTDarKY ,7301384    ,    30582 ,         229
JlgY7IGlfAk ,145392205  ,  3243926 ,        6179
5aeRzJKbb0M ,61184      ,      136 ,           0
iXkdy4Mh3Jk ,3136606    ,   146493 ,       13228
5IHSUjUy0f0 ,4959       ,       53 ,           1
3oVVvBLGTO8 ,1495983    ,     9337 ,         688
u6UhTrW2BC0 ,229235     ,    14610 ,         256
u4vS3vVIdPc ,2294255    ,    10471 ,         531
RmWRZCsdVOo ,787722     ,        0 ,            
5KN5DFnDTKc ,85078      ,     1026 ,          34
rtW61FiV3MQ ,1589021    ,    39236 ,         720
ubR-jIKLwdY ,634651     ,    31584 ,          39
kik77mE9-9M ,7017       ,       43 ,           3
-qe63JRQPlE ,6937428    ,   426853 ,         221
6vHli8xfnMU ,627735     ,    10553 ,          17
XS63STI7fdA ,65739      ,     1288 ,         349
TUy5tHikfn4 ,18886      ,      647 ,         212
NSy05NkGkVo ,109085     ,     9660 ,          13
xtsxaGFWBZE ,170903     ,     9226 ,           6
TwDpGeho-Lg ,185698     ,     1810 ,         111
nULFaNmnUo4 ,3218458    ,     3519 ,         487
Tdg0wSdV_VE ,90584      ,     1973 ,         223
Xhokr6G6SLc ,719380     ,     2455 ,          56
j3u8rympWFw ,5712       ,       66 ,           3
SIdcqJx5HpU ,50359      ,      986 ,          26
Q-4Nzv8CJf4 ,153669     ,    17881 ,          25
vx0QGgTXcAY ,12111      ,     1151 ,          12
wMdMmZAbsIs ,2111       ,       60 ,           3
JBhoIVLGjyY ,272531     ,    18102 ,          39
jMUEwXwEK64 ,501964     ,     6864 ,         448
lGO8Aau5d6E ,317205     ,    22679 ,          29
8UQMPAc3N_A ,17841381   ,   358318 ,         222
0s0BVncjcuY ,66223      ,     2631 ,         658
GJIOZv0b5GI ,261499     ,     3677 ,          17
nfUwggwUNoE ,5006       ,      113 ,           7
0ejXu7CpZ2c ,92950      ,     3580 ,          42
1rLiRndNHPw ,1729       ,       32 ,           0
NBhjK8_JAHI ,1883       ,        0 ,            
aApJOM852pk ,209822     ,    12552 ,          18
XlaME3YFXF4 ,436958     ,     5177 ,          12
wZ-AE76iFew ,104476     ,      290 ,          85
NEWTV7BKFpA ,5298       ,        0 ,            
ZoKsdZ0O1gI ,497797     ,    27506 ,          37
78-5dflbIlM ,24401      ,      310 ,           3
Rt-JB_4HDJU ,2359390    ,   186709 ,        2925
TPm9GzrmgbY ,25743      ,      855 ,          16
I10XB1-IIbA ,583506     ,    11223 ,         120
s4xnyr2mCuI ,11417029   ,    24597 ,            
pwVJizpCuDQ ,6026831    ,    28228 ,         744
c39LRxA806w ,60707270   ,  1908387 ,         867
tIASBpuvf-M ,9575232    ,   536575 ,         547
mZX4cpO-LRY ,15265229   ,   871901 ,       13858
nRGYkTqQBz0 ,91268      ,     1977 ,          53
aXLO2dFfwLE ,683542     ,    18519 ,         240
ong_VD2L_bY ,79485      ,     1457 ,          46
tLfNUD0-8ts ,1006009    ,    17481 ,         691
q-RwOCnabMM ,5039144    ,   117127 ,         920
tRZ7AF6x_Es ,33659282   ,  1422142 ,        1329
s1dn-DmAFq0 ,1066611    ,    99774 ,          99
VqcIqEc67LI ,171442     ,     3991 ,          11
TssqS-yNxks ,26367704   ,  1122708 ,            
VFNXZQuLSXo ,633077     ,    96204 ,         563
jXyhZz5Gxuo ,1822       ,       19 ,           0
eYx5-U77Cac ,27314899   ,  1052248 ,         828
H14DatRx0Uo ,7859561    ,    29662 ,        1070
QTfPMSIaT0Q ,25992151   ,  1194173 ,         681
3nyEnY9_3xo ,1428       ,       88 ,           0
yxBFwqRbI8c ,1971036    ,    92303 ,        1351
ZnFvG62nWEk ,19109      ,      966 ,          14
w_Jd80HUIa0 ,3080       ,       84 ,           0
seqWi1iZ87I ,1181       ,       21 ,           0
RyCrYpsEA5c ,1177       ,       38 ,           0
gqZGoc358Ws ,2393398    ,   176484 ,         308
2xJAwmbpQXU ,729        ,       21 ,           3
Aod3EcJdnaE ,8590       ,      502 ,           5
pXeQx4vU1M4 ,4659       ,       78 ,           1
MhDHj3GBoBM ,1355       ,      125 ,          17
274SrEmiwLQ ,1276       ,       75 ,           0
thPVkUx86jk ,550        ,        4 ,           0
IQ6Ef6y25qU ,1138       ,      169 ,          17
yu63QdUEhN4 ,1569       ,       63 ,           0
WL8__cKUYzg ,1098       ,       27 ,           0
Gjo4ZfAm30c ,4404       ,      128 ,           7
EXtvZLolqWU ,2717       ,       64 ,           0
ChejEax5Q40 ,11039      ,      505 ,          14
6z4DF9vu-dw ,9775       ,      269 ,           6
DMsmbHraxpA ,787        ,       15 ,           0
3o53noKR4rk ,6581597    ,   250337 ,         432
NgHgJgEw0xg ,2502       ,       71 ,           2
UAbhNl5FPDg ,22928      ,     1090 ,           4
9YPF1gdQVSM ,14375279   ,   890415 ,        4832
6M0sggOyN0o ,3770       ,       71 ,           0
6s5-Ki0jhvs ,3350       ,       42 ,           2
Hbw61RtDVPM ,27844      ,      761 ,          13
B3GCTRewAxg ,279        ,       18 ,           2
qzmojA3Ez7I ,40324      ,     1997 ,          23
XuS7MJf-i4c ,22574      ,      379 ,          10
TnPPsYCzgYw ,1505910    ,        0 ,            
ybaGFuooJwo ,2974766    ,   145593 ,         363
LeRi_MW-Zus ,833830     ,     6578 ,         452
8gXpZmQ7j70 ,11217315   ,   311506 ,       10787
6mxef2ZwpOU ,4137       ,      112 ,          10
MFvkDE_uYq8 ,7568780    ,   227301 ,       12075
bvRJO5_6GMs ,311648     ,     9832 ,          77
Z-lMCpgubaU ,108692     ,     4724 ,         267
MNric-9e8Bs ,6577399    ,    95250 ,        3423
f2GX7noujJ8 ,263645     ,     5534 ,            
6jMhTSfjFjs ,167748     ,        0 ,            
i0NoGsVVG7w ,11436      ,       79 ,          10
K_LDeZrH6u0 ,516328     ,     4739 ,         529
XOaIc7pRWgk ,850939     ,     6180 ,         167
nwSCu1mAbqs ,22317      ,     1785 ,          14
peF6Nr08JSY ,1750       ,       37 ,           0
-U1M-eE-iWA ,18755      ,        0 ,            
37MH8WVrD5I ,28718661   ,   772616 ,       18371
YtBRd0EGu0c ,16601      ,     1134 ,          11
mKlh3XByzEQ ,17958226   ,   902703 ,        4092
RfHVVlpT8RA ,1557       ,       79 ,           4
qdelDtwD23A ,221762     ,    10019 ,          28
Juf8fFv-xl0 ,4789       ,        0 ,            
L8ro5KihKoA ,47276      ,        0 ,            
yJn3ymQVlLc ,872        ,       54 ,          12
KMygT9jQvbI ,1013       ,       29 ,           0
MhlD4rGVnEU ,2968       ,       39 ,           0
4o9yBFS9POc ,60118552   ,  2798371 ,       15860
UwYBu5jYLeo ,15922695   ,   511674 ,        2527
1kLTnEctmMY ,12844      ,      298 ,          11
jCItiXJqvT4 ,9467       ,      642 ,          10
uq18UiW0VKg ,83338      ,     3590 ,         126
ekOJAM6OFtQ ,878240     ,    10430 ,         765
vrL1rQisV54 ,2533       ,       41 ,           0
2iw0jQm3HdM ,30267      ,      860 ,           6
LYpfXr2jNJM ,1943259    ,    51191 ,        2836
3aFC4uFRcyU ,1466       ,       19 ,           2
oTtSDw0bs9M ,1941       ,       33 ,           0
PTBI1CIFpCA ,220        ,       12 ,           0
ZW5ltmTtW4s ,725        ,       15 ,           2
zu3rQzIauVI ,5078       ,       65 ,           7
icawAQUneC0 ,0          ,        0 ,           0
LqMRO6zcWt0 ,607        ,       19 ,           6
5mDDXSqecwY ,673        ,       11 ,           0
52TQ1jsoW9U ,5          ,        0 ,           0
ETsxnfXm5P4 ,978        ,       32 ,           3
0Lt3AXzoq9w ,3          ,        0 ,           0
OoJpRkegKY4 ,5084       ,      109 ,           5
3EyqfdPhQVc ,1694       ,       24 ,           2
ma67yOdMQfs ,1965605    ,    16847 ,         334
hwLo7aU1Aas ,1215451    ,     6665 ,         362
c6lU-xYRjFA ,210213     ,     3173 ,          39
ar1TkD5Cz_o ,407490     ,     3936 ,         150
W7h-Yho8EB0 ,3244151    ,    44129 ,         840
eSWST13stO4 ,349867     ,     1321 ,          24
xtHZKToMvus ,367938     ,     3490 ,         123
0nS9m_3qQXM ,404254     ,     1156 ,          49
9p9TYm_xtRw ,532476     ,     6128 ,         312
Q_ReXuz3xww ,1714451    ,    10566 ,         338
gpPY-mqGXKs ,96235      ,     2579 ,         254
Xm49yEL6ca4 ,930696     ,     3449 ,         236
QLT1-9hDsZc ,1271115    ,     9333 ,          38
NMVNuh4MLtg ,82159      ,      891 ,          33
to96SZiBRto ,87695      ,      726 ,          26
WUk5hg0mlQU ,140303     ,     2824 ,         182
NV1S9dn7Oe0 ,1416244    ,     7412 ,         446
h7BGHpBHKxs ,747642     ,     8183 ,         490
Z3w8-odwJWo ,97532      ,      570 ,          30
CwJ4eBWalFo ,621868     ,     2058 ,          75
